Game ID,Winner,Player 1,Player 2,Game Duration,First Move,Timestamp
1,O,Player 1,Bot,0.0,"(0, 2)",2023-12-06 12:49:26
1,X,Player 1,Bot,0.0,"(2, 1)",2023-12-06 12:49:32
1,X,Player 1,Bot,0.0,"(2, 1)",2023-12-06 12:49:35
1,O,Player 1,Bot,0.0,"(0, 1)",2023-12-06 12:49:47
1,X,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:49:56
1,draw,Player 1,Bot,0.0,"(2, 1)",2023-12-06 12:50:05
1,X,Player 1,Bot,0.0,"(1, 0)",2023-12-06 12:50:07
1,draw,Player 1,Bot,0.0,"(0, 2)",2023-12-06 12:50:08
1,draw,Player 1,Bot,0.0,"(0, 1)",2023-12-06 12:50:08
1,X,Player 1,Bot,0.0,"(2, 0)",2023-12-06 12:50:09
1,O,Player 1,Bot,0.0,"(1, 0)",2023-12-06 12:50:10
1,O,Player 1,Bot,0.0,"(0, 1)",2023-12-06 12:50:11
1,O,Player 1,Bot,0.0,"(0, 1)",2023-12-06 12:50:12
1,draw,Player 1,Bot,0.0,"(0, 1)",2023-12-06 12:50:12
1,draw,Player 1,Bot,0.0,"(0, 2)",2023-12-06 12:50:13
1,O,Player 1,Bot,0.0,"(2, 0)",2023-12-06 12:50:14
1,O,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:50:14
1,X,Player 1,Bot,0.0,"(2, 1)",2023-12-06 12:50:15
1,X,Player 1,Bot,0.0,"(0, 0)",2023-12-06 12:50:16
1,O,Player 1,Bot,0.0,"(1, 0)",2023-12-06 12:50:17
1,X,Player 1,Bot,0.0,"(0, 1)",2023-12-06 12:50:17
1,O,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:50:18
1,X,Player 1,Bot,0.0,"(2, 1)",2023-12-06 12:50:18
1,O,Player 1,Bot,0.0,"(1, 2)",2023-12-06 12:50:20
1,X,Player 1,Bot,0.0,"(2, 1)",2023-12-06 12:50:20
1,X,Player 1,Bot,0.0,"(0, 2)",2023-12-06 12:50:21
1,O,Player 1,Bot,0.0,"(1, 2)",2023-12-06 12:50:21
1,X,Player 1,Bot,0.0,"(0, 2)",2023-12-06 12:50:22
1,O,Player 1,Bot,0.0,"(2, 1)",2023-12-06 12:50:23
1,draw,Player 1,Bot,0.0,"(2, 1)",2023-12-06 12:50:23
1,O,Player 1,Bot,0.0,"(0, 1)",2023-12-06 12:50:24
1,X,Player 1,Bot,0.0,"(0, 0)",2023-12-06 12:50:25
1,X,Player 1,Bot,0.0,"(1, 1)",2023-12-06 12:50:26
1,X,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:50:27
1,X,Player 1,Bot,0.0,"(1, 0)",2023-12-06 12:50:27
1,X,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:50:28
1,draw,Player 1,Bot,0.0,"(1, 1)",2023-12-06 12:50:29
1,X,Player 1,Bot,0.0,"(2, 0)",2023-12-06 12:50:30
1,X,Player 1,Bot,0.0,"(0, 2)",2023-12-06 12:50:31
1,X,Player 1,Bot,0.0,"(2, 0)",2023-12-06 12:50:31
1,draw,Player 1,Bot,0.0,"(0, 0)",2023-12-06 12:50:32
1,O,Player 1,Bot,0.0,"(0, 0)",2023-12-06 12:50:33
1,X,Player 1,Bot,0.0,"(1, 0)",2023-12-06 12:50:34
1,X,Player 1,Bot,0.0,"(1, 2)",2023-12-06 12:50:34
1,O,Player 1,Bot,0.0,"(2, 1)",2023-12-06 12:50:45
1,draw,Player 1,Bot,0.0,"(2, 0)",2023-12-06 12:50:45
1,X,Player 1,Bot,0.0,"(2, 0)",2023-12-06 12:50:46
1,draw,Player 1,Bot,0.0,"(1, 0)",2023-12-06 12:50:46
1,draw,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:50:47
1,X,Player 1,Bot,0.0,"(1, 0)",2023-12-06 12:50:47
1,O,Player 1,Bot,0.0,"(2, 0)",2023-12-06 12:50:48
1,X,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:50:48
1,X,Player 1,Bot,0.0,"(0, 1)",2023-12-06 12:50:49
1,X,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:50:49
1,X,Player 1,Bot,0.0,"(2, 0)",2023-12-06 12:50:50
1,X,Player 1,Bot,0.0,"(0, 1)",2023-12-06 12:50:50
1,O,Player 1,Bot,0.0,"(0, 0)",2023-12-06 12:50:50
1,X,Player 1,Bot,0.0,"(2, 0)",2023-12-06 12:50:51
1,X,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:50:51
1,X,Player 1,Bot,0.0,"(2, 2)",2023-12-06 12:50:52
1,X,Player 1,Bot,0.0,"(0, 0)",2023-12-06 12:50:52
1,X,Player 1,Bot,0.0,"(1, 2)",2023-12-06 12:50:53
1,draw,Player 1,Bot,0.0,"(0, 0)",2023-12-06 12:50:56
