Game ID,Winner,Player 1,Player 2,Game Duration,First Move,Timestamp
1,X,Joe,Bot,61.06,"(2, 0)",2023-12-06 13:16:08
1,X,Andy,Bot,19.02,"(0, 2)",2023-12-06 13:16:51
1,draw,John,Bot,276.21,"(1, 1)",2023-12-06 13:18:06
1,draw,John,Bot,4.81,"(1, 0)",2023-12-06 13:19:02
1,X,Joe,Bot,2.71,"(0, 1)",2023-12-06 13:19:22
1,O,Andy,Bot,2.01,"(2, 2)",2023-12-06 13:19:30
1,X,Joe,Bot,2.31,"(1, 0)",2023-12-06 13:19:34
1,X,John,Bot,1.6,"(0, 0)",2023-12-06 13:19:46
1,X,Joe,Bot,1.7,"(1, 1)",2023-12-06 13:19:53
1,O,Joe,Bot,2.01,"(1, 2)",2023-12-06 13:19:56
1,X,Andy,Bot,2.41,"(2, 1)",2023-12-06 13:20:00
1,O,Andy,Bot,1.3,"(1, 2)",2023-12-06 13:20:02
1,X,Joe,Bot,2.31,"(2, 2)",2023-12-06 13:20:05
1,draw,Andy,Bot,2.61,"(1, 2)",2023-12-06 13:20:09
1,X,Andy,Bot,2.91,"(1, 1)",2023-12-06 13:20:12
1,X,John,Bot,2.01,"(2, 0)",2023-12-06 13:20:15
1,O,Andy,Bot,2.11,"(1, 0)",2023-12-06 13:20:20
1,X,Andy,Bot,1.91,"(2, 0)",2023-12-06 13:20:23
1,O,John,Bot,2.11,"(1, 1)",2023-12-06 13:20:26
1,O,Andy,Bot,2.01,"(0, 1)",2023-12-06 13:20:29
1,X,Joe,Bot,1.4,"(2, 2)",2023-12-06 13:20:32
1,O,Joe,Bot,2.01,"(2, 0)",2023-12-06 13:20:34
1,X,Andy,Bot,2.41,"(1, 1)",2023-12-06 13:20:38
1,X,Andy,Bot,1.71,"(1, 1)",2023-12-06 13:20:40
1,X,Joe,Bot,1.9,"(1, 1)",2023-12-06 13:20:43
1,X,John,Bot,1.71,"(2, 2)",2023-12-06 13:20:46
1,O,Joe,Bot,2.01,"(1, 1)",2023-12-06 13:20:52
1,O,Joe,Bot,1.51,"(1, 2)",2023-12-06 13:20:54
1,draw,Joe,Bot,3.21,"(2, 1)",2023-12-06 13:20:58
1,X,Joe,Bot,2.01,"(0, 2)",2023-12-06 13:21:02
1,X,Andy,Bot,2.31,"(2, 1)",2023-12-06 13:21:06
1,X,Andy,Bot,1.91,"(2, 1)",2023-12-06 13:21:10
1,X,Joe,Bot,3.11,"(2, 2)",2023-12-06 13:21:14
1,O,Andy,Bot,1.6,"(2, 0)",2023-12-06 13:21:16
1,draw,Andy,Bot,2.71,"(0, 2)",2023-12-06 13:21:20
